API_UWI,TVD_FT,LateralLength_FT,ENVOperator,WellName,ProducingMonth,TotalProdMonths,ProducingDays,LiquidsProd_BBL,GasProd_MCF,WaterProd_BBL
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2021-07-01,23,31,7838,12344,7049
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2021-08-01,24,31,8079,11936,7286
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2021-09-01,25,30,7042,11636,6368
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2021-10-01,26,31,6814,12353,6178
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2021-11-01,27,30,7249,11712,6590
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2021-12-01,28,31,6749,12246,6152
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2022-01-01,29,31,5720,9322,5228
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2022-02-01,30,28,2814,0,2579
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2022-03-01,31,31,6381,0,5862
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2022-04-01,32,30,4981,0,4588
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2022-05-01,33,31,5337,0,4929
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2022-06-01,34,30,5079,0,4703
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2022-07-01,35,31,5551,6151,5154
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2022-08-01,36,31,5121,6136,4768
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2022-09-01,37,30,4978,4041,4647
42-317-41665,8706,9803,CHEVRON,VLT COLT UNIT 0014WB,2022-10-01,38,31,2694,396,2522
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2021-04-01,1,30,2479,2309,5981
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2021-05-01,2,31,36644,42252,88177
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2021-06-01,3,30,27661,40910,66264
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2021-07-01,4,31,25550,38030,60934
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2021-08-01,5,31,27883,43860,66198
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2021-09-01,6,30,19970,42662,47200
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2021-10-01,7,31,14507,42869,34135
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2021-11-01,8,30,11362,40733,26617
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2021-12-01,9,31,8552,35862,19945
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-01-01,10,31,7294,32810,16934
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-02-01,11,28,5501,29853,12716
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-03-01,12,31,5313,29689,12228
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-04-01,13,30,4090,22398,9372
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-05-01,14,31,4512,22474,10292
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-06-01,15,30,4571,27119,10381
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-07-01,16,31,3333,25491,7536
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-08-01,17,31,1968,15875,4429
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-09-01,18,30,2168,15405,4858
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-10-01,19,31,3583,21193,7992
42-317-42475,8736,10352,EXXON,DARK STAR UNIT 2 2107BH,2022-11-01,20,30,3792,25664,8420
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-01-01,1,31,17638,17964,40455
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-02-01,2,28,20335,25196,50094
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-03-01,3,31,19665,40778,51700
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-04-01,4,30,13601,34642,38255
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-05-01,5,31,12016,27173,36152
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-06-01,6,30,9895,21749,31850
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-07-01,7,31,9639,21414,33188
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-08-01,8,31,7235,13342,26679
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-09-01,9,30,7622,11715,18491
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-10-01,10,31,12450,18924,27240
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-11-01,11,30,8841,18603,17266
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2021-12-01,12,31,5720,14400,9972
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2022-01-01,13,31,6765,15689,10509
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2022-02-01,14,28,6867,16304,9554
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2022-03-01,15,31,5414,12852,6751
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2022-04-01,16,30,6752,14848,7515
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2022-05-01,17,31,4262,10569,4235
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2022-06-01,18,30,4978,6153,4415
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2022-07-01,19,31,3158,1689,2500
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2022-08-01,20,31,4946,10241,3489
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2022-09-01,21,30,3883,7434,2445
42-317-43106,8778,10326,CHEVRON,VLT WEATHERBY UNIT 0151WB,2022-10-01,22,31,5522,9914,3104
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2017-05-01,1,31,11847,29754,21920
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2017-06-01,2,30,12563,30241,23431
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2017-07-01,3,31,11678,28824,21912
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2017-08-01,4,31,11421,30331,21562
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2017-09-01,5,30,10201,29017,19375
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2017-10-01,6,31,9996,37363,19101
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2017-11-01,7,30,9054,40194,17405
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2017-12-01,8,31,7162,35132,13851
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-01-01,9,31,6342,24758,12341
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-02-01,10,28,6802,31362,13314
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-03-01,11,31,7719,34946,15198
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-04-01,12,30,6205,27752,12290
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-05-01,13,31,5991,26961,11937
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-06-01,14,30,5961,22167,11950
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-07-01,15,31,5578,19909,11251
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-08-01,16,31,5458,18712,11075
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-09-01,17,30,2361,5964,4821
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-10-01,18,31,1167,3392,2397
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-11-01,19,30,2075,2439,4288
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2018-12-01,20,31,3004,2103,6246
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-01-01,21,31,2842,2597,5944
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-02-01,22,28,2817,565,5926
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-03-01,23,31,3713,114,7857
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-04-01,24,30,3072,1217,6541
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-05-01,25,31,2154,362,4615
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-06-01,26,30,1993,16,4294
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-07-01,27,31,2350,463,5094
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-08-01,28,31,1977,451,4313
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-09-01,29,30,2560,653,5618
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-10-01,30,31,1599,878,3530
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-11-01,31,30,1948,668,4327
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2019-12-01,32,31,402,71,897
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-01-01,33,31,399,54,897
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-02-01,34,29,704,28,1593
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-03-01,35,31,3860,1607,8782
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-04-01,36,30,3170,2200,7257
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-05-01,37,31,2350,2333,5412
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-06-01,38,30,904,1334,2095
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-07-01,39,31,2765,2733,6446
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-08-01,40,31,2773,2777,6503
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-09-01,41,30,1745,1976,4116
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-10-01,42,31,1838,2091,4362
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-11-01,43,30,1492,1877,3564
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2020-12-01,44,31,2077,2004,4990
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-01-01,45,31,1516,1524,3664
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-02-01,46,28,1079,925,2624
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-03-01,47,31,1363,1120,3334
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-04-01,48,30,573,178,1410
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-05-01,49,31,366,583,906
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-06-01,50,30,1038,623,2586
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-07-01,51,31,1206,553,3023
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-08-01,52,31,3750,1046,9454
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-09-01,53,30,1064,233,2698
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-10-01,54,31,971,291,2479
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-11-01,55,30,946,147,2428
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2021-12-01,56,31,1164,269,3005
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-01-01,57,31,694,125,1804
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-02-01,58,28,520,210,1360
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-03-01,59,31,350,122,921
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-04-01,60,30,870,350,2301
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-05-01,61,31,1128,928,3001
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-06-01,62,30,785,783,2101
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-07-01,63,31,5913,408,15924
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-08-01,64,31,236,145,641
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-09-01,65,30,174,291,473
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-10-01,66,31,215,149,590
42-317-40343,8957,10264,EXXON,LENORAH UNIT 2 0605BH,2022-11-01,67,30,823,117,2270
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2018-12-01,1,31,3175,3836,9314
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-01-01,2,31,14827,17692,43539
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-02-01,3,28,10904,15251,32068
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-03-01,4,31,10425,28688,30709
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-04-01,5,30,11452,46516,33789
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-05-01,6,31,8668,42159,25618
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-06-01,7,30,6861,46208,20311
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-07-01,8,31,6743,48661,19992
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-08-01,9,31,5735,42472,17034
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-09-01,10,30,5057,43856,15044
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-10-01,11,31,4249,41581,12661
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-11-01,12,30,3186,33725,9510
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2019-12-01,13,31,4235,35025,12661
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-01-01,14,31,3635,40640,10884
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-02-01,15,29,3001,33871,9001
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-03-01,16,31,2897,34955,8702
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-04-01,17,30,2222,23609,6686
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-05-01,18,31,1275,2831,3843
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-06-01,19,30,2156,23008,6508
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-07-01,20,31,1121,23948,3389
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-08-01,21,31,2201,30433,6666
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-09-01,22,30,2420,35974,7341
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-10-01,23,31,1798,42728,5465
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-11-01,24,30,1804,38571,5491
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2020-12-01,25,31,1462,24166,4459
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-01-01,26,31,2036,14765,6216
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-02-01,27,28,1569,5257,4798
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-03-01,28,31,2296,5157,7035
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-04-01,29,30,1773,9474,5439
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-05-01,30,31,1697,13994,5216
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-06-01,31,30,1711,15294,5268
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-07-01,32,31,1609,17642,4962
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-08-01,33,31,623,12797,1924
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-09-01,34,30,1241,17673,3841
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-10-01,35,31,1512,13762,4687
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-11-01,36,30,1660,31687,5151
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2021-12-01,37,31,1975,36008,6142
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-01-01,38,31,1235,23384,3846
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-02-01,39,28,604,50817,1883
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-03-01,40,31,628,11455,1961
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-04-01,41,30,821,7395,2569
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-05-01,42,31,338,7302,1061
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-06-01,43,30,535,3115,1679
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-07-01,44,31,1243,13445,3909
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-08-01,45,31,1091,10910,3436
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-09-01,46,30,953,9654,3007
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-10-01,47,31,837,12747,2647
42-317-41344,9031,10354,EXXON,LENORAH 1-21 0601BH,2022-11-01,48,30,908,17676,2875
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-01-01,1,31,14856,14648,34312
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-02-01,2,28,18771,23551,46526
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-03-01,3,31,19204,40515,50585
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-04-01,4,30,15847,39778,44461
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-05-01,5,31,11917,31665,35609
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-06-01,6,30,9567,29170,30449
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-07-01,7,31,9690,33242,32846
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-08-01,8,31,10340,30226,37369
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-09-01,9,30,7084,13912,11702
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-10-01,10,31,10642,23573,11382
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-11-01,11,30,10059,21086,10650
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2021-12-01,12,31,6365,14855,6671
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2022-01-01,13,31,7361,14705,7634
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2022-02-01,14,28,7312,13947,7510
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2022-03-01,15,31,5643,10038,5739
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2022-04-01,16,30,6883,10552,6929
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2022-05-01,17,31,4249,6835,4234
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2022-06-01,18,30,4854,3621,4788
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2022-07-01,19,31,3011,905,2941
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2022-08-01,20,31,4612,4984,4457
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2022-09-01,21,30,3541,3292,3387
42-317-43108,8756,10461,CHEVRON,VLT WEATHERBY UNIT 0153WB,2022-10-01,22,31,4925,3996,4664